agent_id,agent_type,legal_name_es_raw,agent_name,risk_group,classification_raw,group3_limited_airborne,notes_raw,flag_A,flag_D,flag_T,flag_V,legal_primary_source_id,spanish_row_audit_status,spanish_row_audit_date,eu_primary_source_id,eu_rowwise_verified,eu_name_concordance,eu_current_intended_name_concordance,eu_spanish_original_text_name_concordance,eu_name_concordance_status,eu_group_concordance,eu_double_asterisk_concordance,eu_flag_A_concordance,eu_flag_D_concordance,eu_flag_T_concordance,eu_flag_V_concordance,eu_rowwise_audit_status,eu_source_text_history_status,eu_corrigendum_relevant,eu_corrigendum_id,eu_discrepancy_type,eu_discrepancy_note,basebio_available,basebio_name,basebio_match_status,basebio_review_status,basebio_link_scope,basebio_review_note
BIO-BACT-0138,bacteria,Pasteurella spp.,Pasteurella spp,2,2,False,,False,False,False,False,BOE-A-2021-19371,verified_semantic_against_official_order_2021,2026-08-25,DOUE-L-2019-81658,True,True,True,True,verified_semantic_name_concordance,True,True,True,True,True,True,verified_semantic_against_official_eu_annex_iii,no_material_source_text_anomaly_identified,False,,,,True,Pasteurella spp.,exact_normalized,automated_exact_or_normalized_link_retained,same_or_normalized_legal_entity,
BIO-BACT-0139,bacteria,Peptostreptococcus anaerobius.,Peptostreptococcus anaerobius,2,2,False,,False,False,False,False,BOE-A-2021-19371,verified_semantic_against_official_order_2021,2026-08-25,DOUE-L-2019-81658,True,True,True,True,verified_semantic_name_concordance,True,True,True,True,True,True,verified_semantic_against_official_eu_annex_iii,no_material_source_text_anomaly_identified,False,,,,False,,not_linked,not_linked,,
BIO-BACT-0140,bacteria,Plesiomonas shigelloides.,Plesiomonas shigelloides,2,2,False,,False,False,False,False,BOE-A-2021-19371,verified_semantic_against_official_order_2021,2026-08-25,DOUE-L-2019-81658,True,True,True,True,verified_semantic_name_concordance,True,True,True,True,True,True,verified_semantic_against_official_eu_annex_iii,no_material_source_text_anomaly_identified,False,,,,False,,not_linked,not_linked,,
BIO-BACT-0141,bacteria,Porphyromonas spp.,Porphyromonas spp,2,2,False,,False,False,False,False,BOE-A-2021-19371,verified_semantic_against_official_order_2021,2026-08-25,DOUE-L-2019-81658,True,True,True,True,verified_semantic_name_concordance,True,True,True,True,True,True,verified_semantic_against_official_eu_annex_iii,no_material_source_text_anomaly_identified,False,,,,False,,not_linked,not_linked,,
BIO-BACT-0142,bacteria,Prevotella spp.,Prevotella spp,2,2,False,,False,False,False,False,BOE-A-2021-19371,verified_semantic_against_official_order_2021,2026-08-25,DOUE-L-2019-81658,True,True,True,True,verified_semantic_name_concordance,True,True,True,True,True,True,verified_semantic_against_official_eu_annex_iii,no_material_source_text_anomaly_identified,False,,,,False,,not_linked,not_linked,,
BIO-BACT-0143,bacteria,Proteus mirabilis.,Proteus mirabilis,2,2,False,,False,False,False,False,BOE-A-2021-19371,verified_semantic_against_official_order_2021,2026-08-25,DOUE-L-2019-81658,True,True,True,True,verified_semantic_name_concordance,True,True,True,True,True,True,verified_semantic_against_official_eu_annex_iii,no_material_source_text_anomaly_identified,False,,,,False,,not_linked,not_linked,,
BIO-BACT-0144,bacteria,Proteus penneri.,Proteus penneri,2,2,False,,False,False,False,False,BOE-A-2021-19371,verified_semantic_against_official_order_2021,2026-08-25,DOUE-L-2019-81658,True,True,True,True,verified_semantic_name_concordance,True,True,True,True,True,True,verified_semantic_against_official_eu_annex_iii,no_material_source_text_anomaly_identified,False,,,,False,,not_linked,not_linked,,
BIO-BACT-0145,bacteria,Proteus vulgaris.,Proteus vulgaris,2,2,False,,False,False,False,False,BOE-A-2021-19371,verified_semantic_against_official_order_2021,2026-08-25,DOUE-L-2019-81658,True,True,True,True,verified_semantic_name_concordance,True,True,True,True,True,True,verified_semantic_against_official_eu_annex_iii,no_material_source_text_anomaly_identified,False,,,,False,,not_linked,not_linked,,
BIO-BACT-0146,bacteria,Providencia alcalifaciens (Proteus inconstans).,Providencia alcalifaciens (Proteus inconstans),2,2,False,,False,False,False,False,BOE-A-2021-19371,verified_semantic_against_official_order_2021,2026-08-25,DOUE-L-2019-81658,True,True,True,True,verified_semantic_name_concordance,True,True,True,True,True,True,verified_semantic_against_official_eu_annex_iii,no_material_source_text_anomaly_identified,False,,,,False,,not_linked,not_linked,,
BIO-BACT-0147,bacteria,Providencia rettgeri (Proteus rettgeri).,Providencia rettgeri (Proteus rettgeri),2,2,False,,False,False,False,False,BOE-A-2021-19371,verified_semantic_against_official_order_2021,2026-08-25,DOUE-L-2019-81658,True,True,True,True,verified_semantic_name_concordance,True,True,True,True,True,True,verified_semantic_against_official_eu_annex_iii,no_material_source_text_anomaly_identified,False,,,,False,,not_linked,not_linked,,
BIO-BACT-0148,bacteria,Providencia spp.,Providencia spp,2,2,False,,False,False,False,False,BOE-A-2021-19371,verified_semantic_against_official_order_2021,2026-08-25,DOUE-L-2019-81658,True,True,True,True,verified_semantic_name_concordance,True,True,True,True,True,True,verified_semantic_against_official_eu_annex_iii,no_material_source_text_anomaly_identified,False,,,,False,,not_linked,not_linked,,
BIO-BACT-0149,bacteria,Pseudomonas aeruginosa.,Pseudomonas aeruginosa,2,2,False,T,False,False,True,False,BOE-A-2021-19371,verified_semantic_against_official_order_2021,2026-08-25,DOUE-L-2019-81658,True,True,True,True,verified_semantic_name_concordance,True,True,True,True,True,True,verified_semantic_against_official_eu_annex_iii,no_material_source_text_anomaly_identified,False,,,,True,Pseudomonas aeruginosa,exact_normalized,automated_exact_or_normalized_link_retained,same_or_normalized_legal_entity,
BIO-BACT-0150,bacteria,Rhodococcus hoagii (Corynebacterium equii).,Rhodococcus hoagii (Corynebacterium equii),2,2,False,,False,False,False,False,BOE-A-2021-19371,verified_semantic_against_official_order_2021,2026-08-25,DOUE-L-2019-81658,True,True,True,True,verified_semantic_name_concordance,True,True,True,True,True,True,verified_semantic_against_official_eu_annex_iii,no_material_source_text_anomaly_identified,False,,,,False,,not_linked,not_linked,,
BIO-BACT-0151,bacteria,Rickettsia africae.,Rickettsia africae,3,3,False,,False,False,False,False,BOE-A-2021-19371,verified_semantic_against_official_order_2021,2026-08-25,DOUE-L-2019-81658,True,True,True,True,verified_semantic_name_concordance,True,True,True,True,True,True,verified_semantic_against_official_eu_annex_iii,no_material_source_text_anomaly_identified,False,,,,False,,not_linked,not_linked,,
BIO-BACT-0152,bacteria,Rickettsia akari.,Rickettsia akari,3,3 (**),True,,False,False,False,False,BOE-A-2021-19371,verified_semantic_against_official_order_2021,2026-08-25,DOUE-L-2019-81658,True,True,True,True,verified_semantic_name_concordance,True,True,True,True,True,True,verified_semantic_against_official_eu_annex_iii,no_material_source_text_anomaly_identified,False,,,,False,,not_linked,not_linked,,
BIO-BACT-0153,bacteria,Rickettsia australis.,Rickettsia australis,3,3,False,,False,False,False,False,BOE-A-2021-19371,verified_semantic_against_official_order_2021,2026-08-25,DOUE-L-2019-81658,True,True,True,True,verified_semantic_name_concordance,True,True,True,True,True,True,verified_semantic_against_official_eu_annex_iii,no_material_source_text_anomaly_identified,False,,,,False,,not_linked,not_linked,,
BIO-BACT-0154,bacteria,Rickettsia canadensis.,Rickettsia canadensis,2,2,False,,False,False,False,False,BOE-A-2021-19371,verified_semantic_against_official_order_2021,2026-08-25,DOUE-L-2019-81658,True,True,True,True,verified_semantic_name_concordance,True,True,True,True,True,True,verified_semantic_against_official_eu_annex_iii,no_material_source_text_anomaly_identified,False,,,,False,,not_linked,not_linked,,
BIO-BACT-0155,bacteria,Rickettsia conorii.,Rickettsia conorii,3,3,False,,False,False,False,False,BOE-A-2021-19371,verified_semantic_against_official_order_2021,2026-08-25,DOUE-L-2019-81658,True,True,True,True,verified_semantic_name_concordance,True,True,True,True,True,True,verified_semantic_against_official_eu_annex_iii,no_material_source_text_anomaly_identified,False,,,,False,,not_linked,not_linked,,
BIO-BACT-0156,bacteria,Rickettsia heilongjiangensis.,Rickettsia heilongjiangensis,3,3 (**),True,,False,False,False,False,BOE-A-2021-19371,verified_semantic_against_official_order_2021,2026-08-25,DOUE-L-2019-81658,True,True,True,True,verified_semantic_name_concordance,True,True,True,True,True,True,verified_semantic_against_official_eu_annex_iii,no_material_source_text_anomaly_identified,False,,,,False,,not_linked,not_linked,,
BIO-BACT-0157,bacteria,Rickettsia japonica.,Rickettsia japonica,3,3,False,,False,False,False,False,BOE-A-2021-19371,verified_semantic_against_official_order_2021,2026-08-25,DOUE-L-2019-81658,True,True,True,True,verified_semantic_name_concordance,True,True,True,True,True,True,verified_semantic_against_official_eu_annex_iii,no_material_source_text_anomaly_identified,False,,,,False,,not_linked,not_linked,,
BIO-BACT-0158,bacteria,Rickettsia montanensis.,Rickettsia montanensis,2,2,False,,False,False,False,False,BOE-A-2021-19371,verified_semantic_against_official_order_2021,2026-08-25,DOUE-L-2019-81658,True,True,True,True,verified_semantic_name_concordance,True,True,True,True,True,True,verified_semantic_against_official_eu_annex_iii,no_material_source_text_anomaly_identified,False,,,,False,,not_linked,not_linked,,
BIO-BACT-0159,bacteria,Rickettsia typhi.,Rickettsia typhi,3,3,False,,False,False,False,False,BOE-A-2021-19371,verified_semantic_against_official_order_2021,2026-08-25,DOUE-L-2019-81658,True,True,True,True,verified_semantic_name_concordance,True,True,True,True,True,True,verified_semantic_against_official_eu_annex_iii,no_material_source_text_anomaly_identified,False,,,,False,,not_linked,not_linked,,
BIO-BACT-0160,bacteria,Rickettsia prowazekii.,Rickettsia prowazekii,3,3,False,,False,False,False,False,BOE-A-2021-19371,verified_semantic_against_official_order_2021,2026-08-25,DOUE-L-2019-81658,True,True,True,True,verified_semantic_name_concordance,True,True,True,True,True,True,verified_semantic_against_official_eu_annex_iii,no_material_source_text_anomaly_identified,False,,,,False,,not_linked,not_linked,,
BIO-BACT-0161,bacteria,Rickettsia rickettsii.,Rickettsia rickettsii,3,3,False,,False,False,False,False,BOE-A-2021-19371,verified_semantic_against_official_order_2021,2026-08-25,DOUE-L-2019-81658,True,True,True,True,verified_semantic_name_concordance,True,True,True,True,True,True,verified_semantic_against_official_eu_annex_iii,no_material_source_text_anomaly_identified,False,,,,False,,not_linked,not_linked,,
BIO-BACT-0162,bacteria,Rickettsia sibirica.,Rickettsia sibirica,3,3,False,,False,False,False,False,BOE-A-2021-19371,verified_semantic_against_official_order_2021,2026-08-25,DOUE-L-2019-81658,True,True,True,True,verified_semantic_name_concordance,True,True,True,True,True,True,verified_semantic_against_official_eu_annex_iii,no_material_source_text_anomaly_identified,False,,,,False,,not_linked,not_linked,,
BIO-BACT-0163,bacteria,Rickettsia spp.,Rickettsia spp,2,2,False,,False,False,False,False,BOE-A-2021-19371,verified_semantic_against_official_order_2021,2026-08-25,DOUE-L-2019-81658,True,True,True,True,verified_semantic_name_concordance,True,True,True,True,True,True,verified_semantic_against_official_eu_annex_iii,no_material_source_text_anomaly_identified,False,,,,False,,not_linked,not_linked,,
BIO-BACT-0164,bacteria,Salmonella enterica (choleraesuis) subsp. arizonae.,Salmonella enterica (choleraesuis) subsp. arizonae,2,2,False,,False,False,False,False,BOE-A-2021-19371,verified_semantic_against_official_order_2021,2026-08-25,DOUE-L-2019-81658,True,True,True,True,verified_semantic_name_concordance,True,True,True,True,True,True,verified_semantic_against_official_eu_annex_iii,no_material_source_text_anomaly_identified,False,,,,False,,not_linked,not_linked,,
BIO-BACT-0165,bacteria,Salmonella enteritidis.,Salmonella enteritidis,2,2,False,,False,False,False,False,BOE-A-2021-19371,verified_semantic_against_official_order_2021,2026-08-25,DOUE-L-2019-81658,True,True,True,True,verified_semantic_name_concordance,True,True,True,True,True,True,verified_semantic_against_official_eu_annex_iii,no_material_source_text_anomaly_identified,False,,,,False,,not_linked,not_linked,,
BIO-BACT-0166,bacteria,"Salmonella paratyphi A, B, C.","Salmonella paratyphi A, B, C",2,2,False,V,False,False,False,True,BOE-A-2021-19371,verified_semantic_against_official_order_2021,2026-08-25,DOUE-L-2019-81658,True,True,True,True,verified_semantic_name_concordance,True,True,True,True,True,True,verified_semantic_against_official_eu_annex_iii,no_material_source_text_anomaly_identified,False,,,,False,,not_linked,not_linked,,
BIO-BACT-0167,bacteria,Salmonella typhi.,Salmonella typhi,3,3 (**),True,V,False,False,False,True,BOE-A-2021-19371,verified_semantic_against_official_order_2021,2026-08-25,DOUE-L-2019-81658,True,True,True,True,verified_semantic_name_concordance,True,True,True,True,True,True,verified_semantic_against_official_eu_annex_iii,no_material_source_text_anomaly_identified,False,,,,False,,not_linked,not_linked,,
BIO-BACT-0168,bacteria,Salmonella typhimurium.,Salmonella typhimurium,2,2,False,,False,False,False,False,BOE-A-2021-19371,verified_semantic_against_official_order_2021,2026-08-25,DOUE-L-2019-81658,True,True,True,True,verified_semantic_name_concordance,True,True,True,True,True,True,verified_semantic_against_official_eu_annex_iii,no_material_source_text_anomaly_identified,False,,,,False,,not_linked,not_linked,,
BIO-BACT-0169,bacteria,Salmonella (otras variedades serológicas).,Salmonella (otras variedades serológicas),2,2,False,,False,False,False,False,BOE-A-2021-19371,verified_semantic_against_official_order_2021,2026-08-25,DOUE-L-2019-81658,True,True,True,True,verified_semantic_name_concordance,True,True,True,True,True,True,verified_semantic_against_official_eu_annex_iii,no_material_source_text_anomaly_identified,False,,,,False,,not_linked,not_linked,,
BIO-BACT-0170,bacteria,Shigella boydii.,Shigella boydii,2,2,False,,False,False,False,False,BOE-A-2021-19371,verified_semantic_against_official_order_2021,2026-08-25,DOUE-L-2019-81658,True,True,True,True,verified_semantic_name_concordance,True,True,True,True,True,True,verified_semantic_against_official_eu_annex_iii,no_material_source_text_anomaly_identified,False,,,,False,,not_linked,not_linked,,
BIO-BACT-0171,bacteria,Shigella dysenteriae (tipo 1).,Shigella dysenteriae (tipo 1),3,3 (**),True,T,False,False,True,False,BOE-A-2021-19371,verified_semantic_against_official_order_2021,2026-08-25,DOUE-L-2019-81658,True,True,True,True,verified_semantic_name_concordance,True,True,True,True,True,True,verified_semantic_against_official_eu_annex_iii,no_material_source_text_anomaly_identified,False,,,,False,,not_linked,not_linked,,
BIO-BACT-0172,bacteria,"Shigella dysenteriae, tipos distintos del tipo 1.","Shigella dysenteriae, tipos distintos del tipo 1",2,2,False,,False,False,False,False,BOE-A-2021-19371,verified_semantic_against_official_order_2021,2026-08-25,DOUE-L-2019-81658,True,True,True,True,verified_semantic_name_concordance,True,True,True,True,True,True,verified_semantic_against_official_eu_annex_iii,no_material_source_text_anomaly_identified,False,,,,False,,not_linked,not_linked,,
BIO-BACT-0173,bacteria,Shigella flexneri.,Shigella flexneri,2,2,False,,False,False,False,False,BOE-A-2021-19371,verified_semantic_against_official_order_2021,2026-08-25,DOUE-L-2019-81658,True,True,True,True,verified_semantic_name_concordance,True,True,True,True,True,True,verified_semantic_against_official_eu_annex_iii,no_material_source_text_anomaly_identified,False,,,,False,,not_linked,not_linked,,
BIO-BACT-0174,bacteria,Shigella sonnei.,Shigella sonnei,2,2,False,,False,False,False,False,BOE-A-2021-19371,verified_semantic_against_official_order_2021,2026-08-25,DOUE-L-2019-81658,True,True,True,True,verified_semantic_name_concordance,True,True,True,True,True,True,verified_semantic_against_official_eu_annex_iii,no_material_source_text_anomaly_identified,False,,,,False,,not_linked,not_linked,,
BIO-BACT-0175,bacteria,Staphylococcus aureus.,Staphylococcus aureus,2,2,False,T,False,False,True,False,BOE-A-2021-19371,verified_semantic_against_official_order_2021,2026-08-25,DOUE-L-2019-81658,True,True,True,True,verified_semantic_name_concordance,True,True,True,True,True,True,verified_semantic_against_official_eu_annex_iii,no_material_source_text_anomaly_identified,False,,,,True,Staphylococcus aureus,exact_normalized,automated_exact_or_normalized_link_retained,same_or_normalized_legal_entity,
BIO-BACT-0176,bacteria,Streptobacillus moniliformis.,Streptobacillus moniliformis,2,2,False,,False,False,False,False,BOE-A-2021-19371,verified_semantic_against_official_order_2021,2026-08-25,DOUE-L-2019-81658,True,True,True,True,verified_semantic_name_concordance,True,True,True,True,True,True,verified_semantic_against_official_eu_annex_iii,no_material_source_text_anomaly_identified,False,,,,False,,not_linked,not_linked,,
BIO-BACT-0177,bacteria,Streptococcus agalactiae.,Streptococcus agalactiae,2,2,False,,False,False,False,False,BOE-A-2021-19371,verified_semantic_against_official_order_2021,2026-08-25,DOUE-L-2019-81658,True,True,True,True,verified_semantic_name_concordance,True,True,True,True,True,True,verified_semantic_against_official_eu_annex_iii,no_material_source_text_anomaly_identified,False,,,,False,,not_linked,not_linked,,
BIO-BACT-0178,bacteria,Streptococcus dysgalactiae subsp. equisimilis.,Streptococcus dysgalactiae subsp. equisimilis,2,2,False,,False,False,False,False,BOE-A-2021-19371,verified_semantic_against_official_order_2021,2026-08-25,DOUE-L-2019-81658,True,True,True,True,verified_semantic_name_concordance,True,True,True,True,True,True,verified_semantic_against_official_eu_annex_iii,no_material_source_text_anomaly_identified,False,,,,False,,not_linked,not_linked,,
BIO-BACT-0179,bacteria,Streptococcus pneumoniae.,Streptococcus pneumoniae,2,2,False,"T, V",False,False,True,True,BOE-A-2021-19371,verified_semantic_against_official_order_2021,2026-08-25,DOUE-L-2019-81658,True,True,True,True,verified_semantic_name_concordance,True,True,True,True,True,True,verified_semantic_against_official_eu_annex_iii,no_material_source_text_anomaly_identified,False,,,,True,Streptococcus pneumoniae,exact_normalized,automated_exact_or_normalized_link_retained,same_or_normalized_legal_entity,
BIO-BACT-0180,bacteria,Streptococcus pyogenes.,Streptococcus pyogenes,2,2,False,T,False,False,True,False,BOE-A-2021-19371,verified_semantic_against_official_order_2021,2026-08-25,DOUE-L-2019-81658,True,True,True,True,verified_semantic_name_concordance,True,True,True,True,True,True,verified_semantic_against_official_eu_annex_iii,no_material_source_text_anomaly_identified,False,,,,True,Streptococcus pyogenes,exact_normalized,automated_exact_or_normalized_link_retained,same_or_normalized_legal_entity,
BIO-BACT-0181,bacteria,Streptococcus suis.,Streptococcus suis,2,2,False,,False,False,False,False,BOE-A-2021-19371,verified_semantic_against_official_order_2021,2026-08-25,DOUE-L-2019-81658,True,True,True,True,verified_semantic_name_concordance,True,True,True,True,True,True,verified_semantic_against_official_eu_annex_iii,no_material_source_text_anomaly_identified,False,,,,True,Streptococcus suis,exact_normalized,automated_exact_or_normalized_link_retained,same_or_normalized_legal_entity,
BIO-BACT-0182,bacteria,Streptococcus spp.,Streptococcus spp,2,2,False,,False,False,False,False,BOE-A-2021-19371,verified_semantic_against_official_order_2021,2026-08-25,DOUE-L-2019-81658,True,True,True,True,verified_semantic_name_concordance,True,True,True,True,True,True,verified_semantic_against_official_eu_annex_iii,no_material_source_text_anomaly_identified,False,,,,True,Streptococcus spp.,exact_normalized,automated_exact_or_normalized_link_retained,same_or_normalized_legal_entity,
BIO-BACT-0183,bacteria,Treponema carateum.,Treponema carateum,2,2,False,,False,False,False,False,BOE-A-2021-19371,verified_semantic_against_official_order_2021,2026-08-25,DOUE-L-2019-81658,True,True,True,True,verified_semantic_name_concordance,True,True,True,True,True,True,verified_semantic_against_official_eu_annex_iii,no_material_source_text_anomaly_identified,False,,,,False,,not_linked,not_linked,,
BIO-BACT-0184,bacteria,Treponema pallidum.,Treponema pallidum,2,2,False,,False,False,False,False,BOE-A-2021-19371,verified_semantic_against_official_order_2021,2026-08-25,DOUE-L-2019-81658,True,True,True,True,verified_semantic_name_concordance,True,True,True,True,True,True,verified_semantic_against_official_eu_annex_iii,no_material_source_text_anomaly_identified,False,,,,False,,not_linked,not_linked,,
BIO-BACT-0185,bacteria,Treponema pertenue.,Treponema pertenue,2,2,False,,False,False,False,False,BOE-A-2021-19371,verified_semantic_against_official_order_2021,2026-08-25,DOUE-L-2019-81658,True,True,True,True,verified_semantic_name_concordance,True,True,True,True,True,True,verified_semantic_against_official_eu_annex_iii,no_material_source_text_anomaly_identified,False,,,,False,,not_linked,not_linked,,
BIO-BACT-0186,bacteria,Treponema spp.,Treponema spp,2,2,False,,False,False,False,False,BOE-A-2021-19371,verified_semantic_against_official_order_2021,2026-08-25,DOUE-L-2019-81658,True,True,True,True,verified_semantic_name_concordance,True,True,True,True,True,True,verified_semantic_against_official_eu_annex_iii,no_material_source_text_anomaly_identified,False,,,,False,,not_linked,not_linked,,
BIO-BACT-0187,bacteria,Trueperella pyogenes.,Trueperella pyogenes,2,2,False,,False,False,False,False,BOE-A-2021-19371,verified_semantic_against_official_order_2021,2026-08-25,DOUE-L-2019-81658,True,True,True,True,verified_semantic_name_concordance,True,True,True,True,True,True,verified_semantic_against_official_eu_annex_iii,no_material_source_text_anomaly_identified,False,,,,False,,not_linked,not_linked,,
BIO-BACT-0188,bacteria,Ureaplasma parvum.,Ureaplasma parvum,2,2,False,,False,False,False,False,BOE-A-2021-19371,verified_semantic_against_official_order_2021,2026-08-25,DOUE-L-2019-81658,True,True,True,True,verified_semantic_name_concordance,True,True,True,True,True,True,verified_semantic_against_official_eu_annex_iii,no_material_source_text_anomaly_identified,False,,,,False,,not_linked,not_linked,,
BIO-BACT-0189,bacteria,Ureaplasma urealyticum.,Ureaplasma urealyticum,2,2,False,,False,False,False,False,BOE-A-2021-19371,verified_semantic_against_official_order_2021,2026-08-25,DOUE-L-2019-81658,True,True,True,True,verified_semantic_name_concordance,True,True,True,True,True,True,verified_semantic_against_official_eu_annex_iii,no_material_source_text_anomaly_identified,False,,,,False,,not_linked,not_linked,,
BIO-BACT-0190,bacteria,Vibrio cholerae (incluido El Tor).,Vibrio cholerae (incluido El Tor),2,2,False,"T, V",False,False,True,True,BOE-A-2021-19371,verified_semantic_against_official_order_2021,2026-08-25,DOUE-L-2019-81658,True,True,True,True,verified_semantic_name_concordance,True,True,True,True,True,True,verified_semantic_against_official_eu_annex_iii,no_material_source_text_anomaly_identified,False,,,,True,Vibrio cholerae (incluido El Tor),exact_normalized,automated_exact_or_normalized_link_retained,same_or_normalized_legal_entity,
BIO-BACT-0191,bacteria,Vibrio parahaemolyticus (Benecka parahaemolytica).,Vibrio parahaemolyticus (Benecka parahaemolytica),2,2,False,,False,False,False,False,BOE-A-2021-19371,verified_semantic_against_official_order_2021,2026-08-25,DOUE-L-2019-81658,True,True,True,True,verified_semantic_name_concordance,True,True,True,True,True,True,verified_semantic_against_official_eu_annex_iii,no_material_source_text_anomaly_identified,False,,,,False,,not_linked,not_linked,,
BIO-BACT-0192,bacteria,Vibrio spp.,Vibrio spp,2,2,False,,False,False,False,False,BOE-A-2021-19371,verified_semantic_against_official_order_2021,2026-08-25,DOUE-L-2019-81658,True,True,True,True,verified_semantic_name_concordance,True,True,True,True,True,True,verified_semantic_against_official_eu_annex_iii,no_material_source_text_anomaly_identified,False,,,,False,,not_linked,not_linked,,
BIO-BACT-0193,bacteria,Yersinia enterocolitica subsp. enterolitica.,Yersinia enterocolitica subsp. enterolitica,2,2,False,,False,False,False,False,BOE-A-2021-19371,verified_semantic_against_official_order_2021,2026-08-25,DOUE-L-2019-81658,True,True,True,True,verified_semantic_name_concordance,True,True,True,True,True,True,verified_semantic_against_official_eu_annex_iii,no_material_source_text_anomaly_identified,False,,,,False,,not_linked,not_linked,,
BIO-BACT-0194,bacteria,Yersinia enterocolitica subsp. palearctica.,Yersinia enterocolitica subsp. palearctica,2,2,False,,False,False,False,False,BOE-A-2021-19371,verified_semantic_against_official_order_2021,2026-08-25,DOUE-L-2019-81658,True,True,True,True,verified_semantic_name_concordance,True,True,True,True,True,True,verified_semantic_against_official_eu_annex_iii,no_material_source_text_anomaly_identified,False,,,,False,,not_linked,not_linked,,
BIO-BACT-0195,bacteria,Yersinia pestis.,Yersinia pestis,3,3,False,,False,False,False,False,BOE-A-2021-19371,verified_semantic_against_official_order_2021,2026-08-25,DOUE-L-2019-81658,True,True,True,True,verified_semantic_name_concordance,True,True,True,True,True,True,verified_semantic_against_official_eu_annex_iii,no_material_source_text_anomaly_identified,False,,,,False,,not_linked,not_linked,,
BIO-BACT-0196,bacteria,Yersinia pseudotuberculosis.,Yersinia pseudotuberculosis,2,2,False,,False,False,False,False,BOE-A-2021-19371,verified_semantic_against_official_order_2021,2026-08-25,DOUE-L-2019-81658,True,True,True,True,verified_semantic_name_concordance,True,True,True,True,True,True,verified_semantic_against_official_eu_annex_iii,no_material_source_text_anomaly_identified,False,,,,False,,not_linked,not_linked,,
BIO-BACT-0197,bacteria,Yersinia spp.,Yersinia spp,2,2,False,,False,False,False,False,BOE-A-2021-19371,verified_semantic_against_official_order_2021,2026-08-25,DOUE-L-2019-81658,True,True,True,True,verified_semantic_name_concordance,True,True,True,True,True,True,verified_semantic_against_official_eu_annex_iii,no_material_source_text_anomaly_identified,False,,,,False,,not_linked,not_linked,,
BIO-VIR-0001,virus,Hantavirus de los Andes [especie causal del síndrome pulmonar por hantavirus (HPS)].,Hantavirus de los Andes [especie causal del síndrome pulmonar por hantavirus (HPS)],3,3,False,,False,False,False,False,BOE-A-2021-19371,verified_semantic_against_official_order_2021,2026-08-25,DOUE-L-2019-81658,True,True,True,True,verified_semantic_name_concordance,True,True,True,True,True,True,verified_semantic_against_official_eu_annex_iii,no_material_source_text_anomaly_identified,False,,,,False,,not_linked,not_linked,,
BIO-VIR-0002,virus,Hantavirus del Bayou.,Hantavirus del Bayou,3,3,False,,False,False,False,False,BOE-A-2021-19371,verified_semantic_against_official_order_2021,2026-08-25,DOUE-L-2019-81658,True,True,True,True,verified_semantic_name_concordance,True,True,True,True,True,True,verified_semantic_against_official_eu_annex_iii,no_material_source_text_anomaly_identified,False,,,,False,,not_linked,not_linked,,
BIO-VIR-0003,virus,Hantavirus del Black Creek Canal.,Hantavirus del Black Creek Canal,3,3,False,,False,False,False,False,BOE-A-2021-19371,verified_semantic_against_official_order_2021,2026-08-25,DOUE-L-2019-81658,True,True,True,True,verified_semantic_name_concordance,True,True,True,True,True,True,verified_semantic_against_official_eu_annex_iii,no_material_source_text_anomaly_identified,False,,,,False,,not_linked,not_linked,,
BIO-VIR-0004,virus,Hantavirus de Caño Delgadito.,Hantavirus de Caño Delgadito,3,3,False,,False,False,False,False,BOE-A-2021-19371,verified_semantic_against_official_order_2021,2026-08-25,DOUE-L-2019-81658,True,True,True,True,verified_semantic_name_concordance,True,True,True,True,True,True,verified_semantic_against_official_eu_annex_iii,no_material_source_text_anomaly_identified,False,,,,False,,not_linked,not_linked,,
BIO-VIR-0005,virus,Hantavirus del Choclo.,Hantavirus del Choclo,3,3,False,,False,False,False,False,BOE-A-2021-19371,verified_semantic_against_official_order_2021,2026-08-25,DOUE-L-2019-81658,True,True,True,True,verified_semantic_name_concordance,True,True,True,True,True,True,verified_semantic_against_official_eu_annex_iii,no_material_source_text_anomaly_identified,False,,,,False,,not_linked,not_linked,,
BIO-VIR-0006,virus,Hantavirus de Dobrava-Belgrado [especie causal del síndrome de fiebre hemorrágica con insuficiencia renal (HFRS)].,Hantavirus de Dobrava-Belgrado [especie causal del síndrome de fiebre hemorrágica con insuficiencia renal (HFRS)],3,3,False,,False,False,False,False,BOE-A-2021-19371,verified_semantic_against_official_order_2021,2026-08-25,DOUE-L-2019-81658,True,True,True,True,verified_semantic_name_concordance,True,True,True,True,True,True,verified_semantic_against_official_eu_annex_iii,no_material_source_text_anomaly_identified,False,,,,False,,not_linked,not_linked,,
BIO-VIR-0007,virus,Hantavirus de El Moro Canyon.,Hantavirus de El Moro Canyon,3,3,False,,False,False,False,False,BOE-A-2021-19371,verified_semantic_against_official_order_2021,2026-08-25,DOUE-L-2019-81658,True,True,True,True,verified_semantic_name_concordance,True,True,True,True,True,True,verified_semantic_against_official_eu_annex_iii,no_material_source_text_anomaly_identified,False,,,,False,,not_linked,not_linked,,
