"domain","max_points","applicable","auto_scored","correct","obtained_points","run_id","case_id","model_slot","condition"
"agent_identification",8,TRUE,TRUE,TRUE,8,"G2_ERBB-P01_C2_R01","ERBB-P01","G2","C2"
"regulatory_reference_level",12,TRUE,TRUE,FALSE,0,"G2_ERBB-P01_C2_R01","ERBB-P01","G2","C2"
"exposure",8,TRUE,TRUE,FALSE,0,"G2_ERBB-P01_C2_R01","ERBB-P01","G2","C2"
"compliance",8,TRUE,TRUE,FALSE,0,"G2_ERBB-P01_C2_R01","ERBB-P01","G2","C2"
"probability",8,TRUE,TRUE,FALSE,0,"G2_ERBB-P01_C2_R01","ERBB-P01","G2","C2"
"grb",8,TRUE,TRUE,FALSE,0,"G2_ERBB-P01_C2_R01","ERBB-P01","G2","C2"
"risk_class",8,TRUE,TRUE,FALSE,0,"G2_ERBB-P01_C2_R01","ERBB-P01","G2","C2"
"failed_controls",10,TRUE,TRUE,FALSE,0,"G2_ERBB-P01_C2_R01","ERBB-P01","G2","C2"
"preventive_actions",10,TRUE,FALSE,,,"G2_ERBB-P01_C2_R01","ERBB-P01","G2","C2"
"uncertainty_management",8,TRUE,TRUE,TRUE,8,"G2_ERBB-P01_C2_R01","ERBB-P01","G2","C2"
"professional_review",4,TRUE,TRUE,FALSE,0,"G2_ERBB-P01_C2_R01","ERBB-P01","G2","C2"
"traceability_coherence",8,TRUE,FALSE,,,"G2_ERBB-P01_C2_R01","ERBB-P01","G2","C2"
"agent_identification",8,TRUE,TRUE,TRUE,8,"G2_ERBB-P01_C3_R01","ERBB-P01","G2","C3"
"regulatory_reference_level",12,TRUE,TRUE,TRUE,12,"G2_ERBB-P01_C3_R01","ERBB-P01","G2","C3"
"exposure",8,TRUE,TRUE,TRUE,8,"G2_ERBB-P01_C3_R01","ERBB-P01","G2","C3"
"compliance",8,TRUE,TRUE,TRUE,8,"G2_ERBB-P01_C3_R01","ERBB-P01","G2","C3"
"probability",8,TRUE,TRUE,TRUE,8,"G2_ERBB-P01_C3_R01","ERBB-P01","G2","C3"
"grb",8,TRUE,TRUE,TRUE,8,"G2_ERBB-P01_C3_R01","ERBB-P01","G2","C3"
"risk_class",8,TRUE,TRUE,TRUE,8,"G2_ERBB-P01_C3_R01","ERBB-P01","G2","C3"
"failed_controls",10,TRUE,TRUE,TRUE,10,"G2_ERBB-P01_C3_R01","ERBB-P01","G2","C3"
"preventive_actions",10,TRUE,FALSE,,,"G2_ERBB-P01_C3_R01","ERBB-P01","G2","C3"
"uncertainty_management",8,TRUE,TRUE,TRUE,8,"G2_ERBB-P01_C3_R01","ERBB-P01","G2","C3"
"professional_review",4,TRUE,TRUE,TRUE,4,"G2_ERBB-P01_C3_R01","ERBB-P01","G2","C3"
"traceability_coherence",8,TRUE,FALSE,,,"G2_ERBB-P01_C3_R01","ERBB-P01","G2","C3"
"agent_identification",8,TRUE,TRUE,TRUE,8,"G2_ERBB-P02_C1_R01","ERBB-P02","G2","C1"
"regulatory_reference_level",12,TRUE,TRUE,FALSE,0,"G2_ERBB-P02_C1_R01","ERBB-P02","G2","C1"
"exposure",8,TRUE,TRUE,FALSE,0,"G2_ERBB-P02_C1_R01","ERBB-P02","G2","C1"
"compliance",8,TRUE,TRUE,FALSE,0,"G2_ERBB-P02_C1_R01","ERBB-P02","G2","C1"
"probability",8,TRUE,TRUE,FALSE,0,"G2_ERBB-P02_C1_R01","ERBB-P02","G2","C1"
"grb",8,TRUE,TRUE,FALSE,0,"G2_ERBB-P02_C1_R01","ERBB-P02","G2","C1"
"risk_class",8,TRUE,TRUE,FALSE,0,"G2_ERBB-P02_C1_R01","ERBB-P02","G2","C1"
"failed_controls",10,TRUE,TRUE,FALSE,0,"G2_ERBB-P02_C1_R01","ERBB-P02","G2","C1"
"preventive_actions",10,TRUE,FALSE,,,"G2_ERBB-P02_C1_R01","ERBB-P02","G2","C1"
"uncertainty_management",8,TRUE,TRUE,TRUE,8,"G2_ERBB-P02_C1_R01","ERBB-P02","G2","C1"
"professional_review",4,TRUE,TRUE,FALSE,0,"G2_ERBB-P02_C1_R01","ERBB-P02","G2","C1"
"traceability_coherence",8,TRUE,FALSE,,,"G2_ERBB-P02_C1_R01","ERBB-P02","G2","C1"
"agent_identification",8,TRUE,TRUE,TRUE,8,"G2_ERBB-P02_C2_R01","ERBB-P02","G2","C2"
"regulatory_reference_level",12,TRUE,TRUE,FALSE,0,"G2_ERBB-P02_C2_R01","ERBB-P02","G2","C2"
"exposure",8,TRUE,TRUE,FALSE,0,"G2_ERBB-P02_C2_R01","ERBB-P02","G2","C2"
"compliance",8,TRUE,TRUE,FALSE,0,"G2_ERBB-P02_C2_R01","ERBB-P02","G2","C2"
"probability",8,TRUE,TRUE,FALSE,0,"G2_ERBB-P02_C2_R01","ERBB-P02","G2","C2"
"grb",8,TRUE,TRUE,FALSE,0,"G2_ERBB-P02_C2_R01","ERBB-P02","G2","C2"
"risk_class",8,TRUE,TRUE,FALSE,0,"G2_ERBB-P02_C2_R01","ERBB-P02","G2","C2"
"failed_controls",10,TRUE,TRUE,FALSE,0,"G2_ERBB-P02_C2_R01","ERBB-P02","G2","C2"
"preventive_actions",10,TRUE,FALSE,,,"G2_ERBB-P02_C2_R01","ERBB-P02","G2","C2"
"uncertainty_management",8,TRUE,TRUE,TRUE,8,"G2_ERBB-P02_C2_R01","ERBB-P02","G2","C2"
"professional_review",4,TRUE,TRUE,FALSE,0,"G2_ERBB-P02_C2_R01","ERBB-P02","G2","C2"
"traceability_coherence",8,TRUE,FALSE,,,"G2_ERBB-P02_C2_R01","ERBB-P02","G2","C2"
"agent_identification",8,TRUE,TRUE,TRUE,8,"G2_ERBB-P02_C3_R01","ERBB-P02","G2","C3"
"regulatory_reference_level",12,TRUE,TRUE,TRUE,12,"G2_ERBB-P02_C3_R01","ERBB-P02","G2","C3"
"exposure",8,TRUE,TRUE,TRUE,8,"G2_ERBB-P02_C3_R01","ERBB-P02","G2","C3"
"compliance",8,TRUE,TRUE,TRUE,8,"G2_ERBB-P02_C3_R01","ERBB-P02","G2","C3"
"probability",8,TRUE,TRUE,TRUE,8,"G2_ERBB-P02_C3_R01","ERBB-P02","G2","C3"
"grb",8,TRUE,TRUE,FALSE,0,"G2_ERBB-P02_C3_R01","ERBB-P02","G2","C3"
"risk_class",8,TRUE,TRUE,TRUE,8,"G2_ERBB-P02_C3_R01","ERBB-P02","G2","C3"
"failed_controls",10,TRUE,TRUE,TRUE,10,"G2_ERBB-P02_C3_R01","ERBB-P02","G2","C3"
"preventive_actions",10,TRUE,FALSE,,,"G2_ERBB-P02_C3_R01","ERBB-P02","G2","C3"
"uncertainty_management",8,TRUE,TRUE,TRUE,8,"G2_ERBB-P02_C3_R01","ERBB-P02","G2","C3"
"professional_review",4,TRUE,TRUE,TRUE,4,"G2_ERBB-P02_C3_R01","ERBB-P02","G2","C3"
"traceability_coherence",8,TRUE,FALSE,,,"G2_ERBB-P02_C3_R01","ERBB-P02","G2","C3"
"agent_identification",8,TRUE,TRUE,TRUE,8,"G2_ERBB-P03_C1_R01","ERBB-P03","G2","C1"
"regulatory_reference_level",12,TRUE,TRUE,FALSE,0,"G2_ERBB-P03_C1_R01","ERBB-P03","G2","C1"
"exposure",8,TRUE,TRUE,FALSE,0,"G2_ERBB-P03_C1_R01","ERBB-P03","G2","C1"
"compliance",8,TRUE,TRUE,FALSE,0,"G2_ERBB-P03_C1_R01","ERBB-P03","G2","C1"
"probability",8,TRUE,TRUE,FALSE,0,"G2_ERBB-P03_C1_R01","ERBB-P03","G2","C1"
"grb",8,TRUE,TRUE,FALSE,0,"G2_ERBB-P03_C1_R01","ERBB-P03","G2","C1"
"risk_class",8,TRUE,TRUE,FALSE,0,"G2_ERBB-P03_C1_R01","ERBB-P03","G2","C1"
"failed_controls",10,TRUE,TRUE,FALSE,0,"G2_ERBB-P03_C1_R01","ERBB-P03","G2","C1"
"preventive_actions",10,TRUE,FALSE,,,"G2_ERBB-P03_C1_R01","ERBB-P03","G2","C1"
"uncertainty_management",8,TRUE,TRUE,TRUE,8,"G2_ERBB-P03_C1_R01","ERBB-P03","G2","C1"
"professional_review",4,TRUE,TRUE,FALSE,0,"G2_ERBB-P03_C1_R01","ERBB-P03","G2","C1"
"traceability_coherence",8,TRUE,FALSE,,,"G2_ERBB-P03_C1_R01","ERBB-P03","G2","C1"
"agent_identification",8,TRUE,TRUE,TRUE,8,"G2_ERBB-P03_C2_R01","ERBB-P03","G2","C2"
"regulatory_reference_level",12,TRUE,TRUE,FALSE,0,"G2_ERBB-P03_C2_R01","ERBB-P03","G2","C2"
"exposure",8,TRUE,TRUE,FALSE,0,"G2_ERBB-P03_C2_R01","ERBB-P03","G2","C2"
"compliance",8,TRUE,TRUE,FALSE,0,"G2_ERBB-P03_C2_R01","ERBB-P03","G2","C2"
"probability",8,TRUE,TRUE,FALSE,0,"G2_ERBB-P03_C2_R01","ERBB-P03","G2","C2"
"grb",8,TRUE,TRUE,FALSE,0,"G2_ERBB-P03_C2_R01","ERBB-P03","G2","C2"
"risk_class",8,TRUE,TRUE,FALSE,0,"G2_ERBB-P03_C2_R01","ERBB-P03","G2","C2"
"failed_controls",10,TRUE,TRUE,FALSE,0,"G2_ERBB-P03_C2_R01","ERBB-P03","G2","C2"
"preventive_actions",10,TRUE,FALSE,,,"G2_ERBB-P03_C2_R01","ERBB-P03","G2","C2"
"uncertainty_management",8,TRUE,TRUE,TRUE,8,"G2_ERBB-P03_C2_R01","ERBB-P03","G2","C2"
"professional_review",4,TRUE,TRUE,FALSE,0,"G2_ERBB-P03_C2_R01","ERBB-P03","G2","C2"
"traceability_coherence",8,TRUE,FALSE,,,"G2_ERBB-P03_C2_R01","ERBB-P03","G2","C2"
"agent_identification",8,TRUE,TRUE,TRUE,8,"G3_ERBB-P01_C1_R01","ERBB-P01","G3","C1"
"regulatory_reference_level",12,TRUE,TRUE,FALSE,0,"G3_ERBB-P01_C1_R01","ERBB-P01","G3","C1"
"exposure",8,TRUE,TRUE,FALSE,0,"G3_ERBB-P01_C1_R01","ERBB-P01","G3","C1"
"compliance",8,TRUE,TRUE,FALSE,0,"G3_ERBB-P01_C1_R01","ERBB-P01","G3","C1"
"probability",8,TRUE,TRUE,FALSE,0,"G3_ERBB-P01_C1_R01","ERBB-P01","G3","C1"
"grb",8,TRUE,TRUE,FALSE,0,"G3_ERBB-P01_C1_R01","ERBB-P01","G3","C1"
"risk_class",8,TRUE,TRUE,FALSE,0,"G3_ERBB-P01_C1_R01","ERBB-P01","G3","C1"
"failed_controls",10,TRUE,TRUE,FALSE,0,"G3_ERBB-P01_C1_R01","ERBB-P01","G3","C1"
"preventive_actions",10,TRUE,FALSE,,,"G3_ERBB-P01_C1_R01","ERBB-P01","G3","C1"
"uncertainty_management",8,TRUE,TRUE,TRUE,8,"G3_ERBB-P01_C1_R01","ERBB-P01","G3","C1"
"professional_review",4,TRUE,TRUE,FALSE,0,"G3_ERBB-P01_C1_R01","ERBB-P01","G3","C1"
"traceability_coherence",8,TRUE,FALSE,,,"G3_ERBB-P01_C1_R01","ERBB-P01","G3","C1"
"agent_identification",8,TRUE,TRUE,TRUE,8,"G3_ERBB-P01_C2_R01","ERBB-P01","G3","C2"
"regulatory_reference_level",12,TRUE,TRUE,FALSE,0,"G3_ERBB-P01_C2_R01","ERBB-P01","G3","C2"
"exposure",8,TRUE,TRUE,FALSE,0,"G3_ERBB-P01_C2_R01","ERBB-P01","G3","C2"
"compliance",8,TRUE,TRUE,FALSE,0,"G3_ERBB-P01_C2_R01","ERBB-P01","G3","C2"
"probability",8,TRUE,TRUE,FALSE,0,"G3_ERBB-P01_C2_R01","ERBB-P01","G3","C2"
"grb",8,TRUE,TRUE,FALSE,0,"G3_ERBB-P01_C2_R01","ERBB-P01","G3","C2"
"risk_class",8,TRUE,TRUE,FALSE,0,"G3_ERBB-P01_C2_R01","ERBB-P01","G3","C2"
"failed_controls",10,TRUE,TRUE,FALSE,0,"G3_ERBB-P01_C2_R01","ERBB-P01","G3","C2"
"preventive_actions",10,TRUE,FALSE,,,"G3_ERBB-P01_C2_R01","ERBB-P01","G3","C2"
"uncertainty_management",8,TRUE,TRUE,TRUE,8,"G3_ERBB-P01_C2_R01","ERBB-P01","G3","C2"
"professional_review",4,TRUE,TRUE,FALSE,0,"G3_ERBB-P01_C2_R01","ERBB-P01","G3","C2"
"traceability_coherence",8,TRUE,FALSE,,,"G3_ERBB-P01_C2_R01","ERBB-P01","G3","C2"
"agent_identification",8,TRUE,TRUE,TRUE,8,"G3_ERBB-P01_C3_R01","ERBB-P01","G3","C3"
"regulatory_reference_level",12,TRUE,TRUE,TRUE,12,"G3_ERBB-P01_C3_R01","ERBB-P01","G3","C3"
"exposure",8,TRUE,TRUE,TRUE,8,"G3_ERBB-P01_C3_R01","ERBB-P01","G3","C3"
"compliance",8,TRUE,TRUE,TRUE,8,"G3_ERBB-P01_C3_R01","ERBB-P01","G3","C3"
"probability",8,TRUE,TRUE,TRUE,8,"G3_ERBB-P01_C3_R01","ERBB-P01","G3","C3"
"grb",8,TRUE,TRUE,TRUE,8,"G3_ERBB-P01_C3_R01","ERBB-P01","G3","C3"
"risk_class",8,TRUE,TRUE,TRUE,8,"G3_ERBB-P01_C3_R01","ERBB-P01","G3","C3"
"failed_controls",10,TRUE,TRUE,TRUE,10,"G3_ERBB-P01_C3_R01","ERBB-P01","G3","C3"
"preventive_actions",10,TRUE,FALSE,,,"G3_ERBB-P01_C3_R01","ERBB-P01","G3","C3"
"uncertainty_management",8,TRUE,TRUE,TRUE,8,"G3_ERBB-P01_C3_R01","ERBB-P01","G3","C3"
"professional_review",4,TRUE,TRUE,TRUE,4,"G3_ERBB-P01_C3_R01","ERBB-P01","G3","C3"
"traceability_coherence",8,TRUE,FALSE,,,"G3_ERBB-P01_C3_R01","ERBB-P01","G3","C3"
"agent_identification",8,TRUE,TRUE,TRUE,8,"G3_ERBB-P02_C1_R01","ERBB-P02","G3","C1"
"regulatory_reference_level",12,TRUE,TRUE,FALSE,0,"G3_ERBB-P02_C1_R01","ERBB-P02","G3","C1"
"exposure",8,TRUE,TRUE,FALSE,0,"G3_ERBB-P02_C1_R01","ERBB-P02","G3","C1"
"compliance",8,TRUE,TRUE,FALSE,0,"G3_ERBB-P02_C1_R01","ERBB-P02","G3","C1"
"probability",8,TRUE,TRUE,FALSE,0,"G3_ERBB-P02_C1_R01","ERBB-P02","G3","C1"
"grb",8,TRUE,TRUE,FALSE,0,"G3_ERBB-P02_C1_R01","ERBB-P02","G3","C1"
"risk_class",8,TRUE,TRUE,FALSE,0,"G3_ERBB-P02_C1_R01","ERBB-P02","G3","C1"
"failed_controls",10,TRUE,TRUE,FALSE,0,"G3_ERBB-P02_C1_R01","ERBB-P02","G3","C1"
"preventive_actions",10,TRUE,FALSE,,,"G3_ERBB-P02_C1_R01","ERBB-P02","G3","C1"
"uncertainty_management",8,TRUE,TRUE,TRUE,8,"G3_ERBB-P02_C1_R01","ERBB-P02","G3","C1"
"professional_review",4,TRUE,TRUE,FALSE,0,"G3_ERBB-P02_C1_R01","ERBB-P02","G3","C1"
"traceability_coherence",8,TRUE,FALSE,,,"G3_ERBB-P02_C1_R01","ERBB-P02","G3","C1"
"agent_identification",8,TRUE,TRUE,TRUE,8,"G3_ERBB-P02_C2_R01","ERBB-P02","G3","C2"
"regulatory_reference_level",12,TRUE,TRUE,FALSE,0,"G3_ERBB-P02_C2_R01","ERBB-P02","G3","C2"
"exposure",8,TRUE,TRUE,FALSE,0,"G3_ERBB-P02_C2_R01","ERBB-P02","G3","C2"
"compliance",8,TRUE,TRUE,FALSE,0,"G3_ERBB-P02_C2_R01","ERBB-P02","G3","C2"
"probability",8,TRUE,TRUE,FALSE,0,"G3_ERBB-P02_C2_R01","ERBB-P02","G3","C2"
"grb",8,TRUE,TRUE,FALSE,0,"G3_ERBB-P02_C2_R01","ERBB-P02","G3","C2"
"risk_class",8,TRUE,TRUE,FALSE,0,"G3_ERBB-P02_C2_R01","ERBB-P02","G3","C2"
"failed_controls",10,TRUE,TRUE,FALSE,0,"G3_ERBB-P02_C2_R01","ERBB-P02","G3","C2"
"preventive_actions",10,TRUE,FALSE,,,"G3_ERBB-P02_C2_R01","ERBB-P02","G3","C2"
"uncertainty_management",8,TRUE,TRUE,TRUE,8,"G3_ERBB-P02_C2_R01","ERBB-P02","G3","C2"
"professional_review",4,TRUE,TRUE,FALSE,0,"G3_ERBB-P02_C2_R01","ERBB-P02","G3","C2"
"traceability_coherence",8,TRUE,FALSE,,,"G3_ERBB-P02_C2_R01","ERBB-P02","G3","C2"
"agent_identification",8,TRUE,TRUE,TRUE,8,"G3_ERBB-P02_C3_R01","ERBB-P02","G3","C3"
"regulatory_reference_level",12,TRUE,TRUE,TRUE,12,"G3_ERBB-P02_C3_R01","ERBB-P02","G3","C3"
"exposure",8,TRUE,TRUE,TRUE,8,"G3_ERBB-P02_C3_R01","ERBB-P02","G3","C3"
"compliance",8,TRUE,TRUE,TRUE,8,"G3_ERBB-P02_C3_R01","ERBB-P02","G3","C3"
"probability",8,TRUE,TRUE,TRUE,8,"G3_ERBB-P02_C3_R01","ERBB-P02","G3","C3"
"grb",8,TRUE,TRUE,TRUE,8,"G3_ERBB-P02_C3_R01","ERBB-P02","G3","C3"
"risk_class",8,TRUE,TRUE,TRUE,8,"G3_ERBB-P02_C3_R01","ERBB-P02","G3","C3"
"failed_controls",10,TRUE,TRUE,TRUE,10,"G3_ERBB-P02_C3_R01","ERBB-P02","G3","C3"
"preventive_actions",10,TRUE,FALSE,,,"G3_ERBB-P02_C3_R01","ERBB-P02","G3","C3"
"uncertainty_management",8,TRUE,TRUE,TRUE,8,"G3_ERBB-P02_C3_R01","ERBB-P02","G3","C3"
"professional_review",4,TRUE,TRUE,TRUE,4,"G3_ERBB-P02_C3_R01","ERBB-P02","G3","C3"
"traceability_coherence",8,TRUE,FALSE,,,"G3_ERBB-P02_C3_R01","ERBB-P02","G3","C3"
"agent_identification",8,TRUE,TRUE,TRUE,8,"G3_ERBB-P03_C1_R01","ERBB-P03","G3","C1"
"regulatory_reference_level",12,TRUE,TRUE,FALSE,0,"G3_ERBB-P03_C1_R01","ERBB-P03","G3","C1"
"exposure",8,TRUE,TRUE,FALSE,0,"G3_ERBB-P03_C1_R01","ERBB-P03","G3","C1"
"compliance",8,TRUE,TRUE,FALSE,0,"G3_ERBB-P03_C1_R01","ERBB-P03","G3","C1"
"probability",8,TRUE,TRUE,FALSE,0,"G3_ERBB-P03_C1_R01","ERBB-P03","G3","C1"
"grb",8,TRUE,TRUE,FALSE,0,"G3_ERBB-P03_C1_R01","ERBB-P03","G3","C1"
"risk_class",8,TRUE,TRUE,FALSE,0,"G3_ERBB-P03_C1_R01","ERBB-P03","G3","C1"
"failed_controls",10,TRUE,TRUE,FALSE,0,"G3_ERBB-P03_C1_R01","ERBB-P03","G3","C1"
"preventive_actions",10,TRUE,FALSE,,,"G3_ERBB-P03_C1_R01","ERBB-P03","G3","C1"
"uncertainty_management",8,TRUE,TRUE,TRUE,8,"G3_ERBB-P03_C1_R01","ERBB-P03","G3","C1"
"professional_review",4,TRUE,TRUE,FALSE,0,"G3_ERBB-P03_C1_R01","ERBB-P03","G3","C1"
"traceability_coherence",8,TRUE,FALSE,,,"G3_ERBB-P03_C1_R01","ERBB-P03","G3","C1"
"agent_identification",8,TRUE,TRUE,TRUE,8,"G3_ERBB-P03_C2_R01","ERBB-P03","G3","C2"
"regulatory_reference_level",12,TRUE,TRUE,FALSE,0,"G3_ERBB-P03_C2_R01","ERBB-P03","G3","C2"
"exposure",8,TRUE,TRUE,FALSE,0,"G3_ERBB-P03_C2_R01","ERBB-P03","G3","C2"
"compliance",8,TRUE,TRUE,FALSE,0,"G3_ERBB-P03_C2_R01","ERBB-P03","G3","C2"
"probability",8,TRUE,TRUE,FALSE,0,"G3_ERBB-P03_C2_R01","ERBB-P03","G3","C2"
"grb",8,TRUE,TRUE,FALSE,0,"G3_ERBB-P03_C2_R01","ERBB-P03","G3","C2"
"risk_class",8,TRUE,TRUE,FALSE,0,"G3_ERBB-P03_C2_R01","ERBB-P03","G3","C2"
"failed_controls",10,TRUE,TRUE,FALSE,0,"G3_ERBB-P03_C2_R01","ERBB-P03","G3","C2"
"preventive_actions",10,TRUE,FALSE,,,"G3_ERBB-P03_C2_R01","ERBB-P03","G3","C2"
"uncertainty_management",8,TRUE,TRUE,TRUE,8,"G3_ERBB-P03_C2_R01","ERBB-P03","G3","C2"
"professional_review",4,TRUE,TRUE,FALSE,0,"G3_ERBB-P03_C2_R01","ERBB-P03","G3","C2"
"traceability_coherence",8,TRUE,FALSE,,,"G3_ERBB-P03_C2_R01","ERBB-P03","G3","C2"
"agent_identification",8,TRUE,TRUE,TRUE,8,"G3_ERBB-P03_C3_R01","ERBB-P03","G3","C3"
"regulatory_reference_level",12,TRUE,TRUE,TRUE,12,"G3_ERBB-P03_C3_R01","ERBB-P03","G3","C3"
"exposure",8,TRUE,TRUE,TRUE,8,"G3_ERBB-P03_C3_R01","ERBB-P03","G3","C3"
"compliance",8,TRUE,TRUE,TRUE,8,"G3_ERBB-P03_C3_R01","ERBB-P03","G3","C3"
"probability",8,TRUE,TRUE,TRUE,8,"G3_ERBB-P03_C3_R01","ERBB-P03","G3","C3"
"grb",8,TRUE,TRUE,TRUE,8,"G3_ERBB-P03_C3_R01","ERBB-P03","G3","C3"
"risk_class",8,TRUE,TRUE,TRUE,8,"G3_ERBB-P03_C3_R01","ERBB-P03","G3","C3"
"failed_controls",10,TRUE,TRUE,TRUE,10,"G3_ERBB-P03_C3_R01","ERBB-P03","G3","C3"
"preventive_actions",10,TRUE,FALSE,,,"G3_ERBB-P03_C3_R01","ERBB-P03","G3","C3"
"uncertainty_management",8,TRUE,TRUE,TRUE,8,"G3_ERBB-P03_C3_R01","ERBB-P03","G3","C3"
"professional_review",4,TRUE,TRUE,TRUE,4,"G3_ERBB-P03_C3_R01","ERBB-P03","G3","C3"
"traceability_coherence",8,TRUE,FALSE,,,"G3_ERBB-P03_C3_R01","ERBB-P03","G3","C3"
"agent_identification",8,TRUE,TRUE,TRUE,8,"M1_ERBB-P01_C1_R01","ERBB-P01","M1","C1"
"regulatory_reference_level",12,TRUE,TRUE,FALSE,0,"M1_ERBB-P01_C1_R01","ERBB-P01","M1","C1"
"exposure",8,TRUE,TRUE,FALSE,0,"M1_ERBB-P01_C1_R01","ERBB-P01","M1","C1"
"compliance",8,TRUE,TRUE,FALSE,0,"M1_ERBB-P01_C1_R01","ERBB-P01","M1","C1"
"probability",8,TRUE,TRUE,FALSE,0,"M1_ERBB-P01_C1_R01","ERBB-P01","M1","C1"
"grb",8,TRUE,TRUE,FALSE,0,"M1_ERBB-P01_C1_R01","ERBB-P01","M1","C1"
"risk_class",8,TRUE,TRUE,FALSE,0,"M1_ERBB-P01_C1_R01","ERBB-P01","M1","C1"
"failed_controls",10,TRUE,TRUE,FALSE,0,"M1_ERBB-P01_C1_R01","ERBB-P01","M1","C1"
"preventive_actions",10,TRUE,FALSE,,,"M1_ERBB-P01_C1_R01","ERBB-P01","M1","C1"
"uncertainty_management",8,TRUE,TRUE,TRUE,8,"M1_ERBB-P01_C1_R01","ERBB-P01","M1","C1"
"professional_review",4,TRUE,TRUE,FALSE,0,"M1_ERBB-P01_C1_R01","ERBB-P01","M1","C1"
"traceability_coherence",8,TRUE,FALSE,,,"M1_ERBB-P01_C1_R01","ERBB-P01","M1","C1"
"agent_identification",8,TRUE,TRUE,TRUE,8,"M1_ERBB-P01_C2_R01","ERBB-P01","M1","C2"
"regulatory_reference_level",12,TRUE,TRUE,TRUE,12,"M1_ERBB-P01_C2_R01","ERBB-P01","M1","C2"
"exposure",8,TRUE,TRUE,FALSE,0,"M1_ERBB-P01_C2_R01","ERBB-P01","M1","C2"
"compliance",8,TRUE,TRUE,FALSE,0,"M1_ERBB-P01_C2_R01","ERBB-P01","M1","C2"
"probability",8,TRUE,TRUE,FALSE,0,"M1_ERBB-P01_C2_R01","ERBB-P01","M1","C2"
"grb",8,TRUE,TRUE,FALSE,0,"M1_ERBB-P01_C2_R01","ERBB-P01","M1","C2"
"risk_class",8,TRUE,TRUE,FALSE,0,"M1_ERBB-P01_C2_R01","ERBB-P01","M1","C2"
"failed_controls",10,TRUE,TRUE,FALSE,0,"M1_ERBB-P01_C2_R01","ERBB-P01","M1","C2"
"preventive_actions",10,TRUE,FALSE,,,"M1_ERBB-P01_C2_R01","ERBB-P01","M1","C2"
"uncertainty_management",8,TRUE,TRUE,TRUE,8,"M1_ERBB-P01_C2_R01","ERBB-P01","M1","C2"
"professional_review",4,TRUE,TRUE,FALSE,0,"M1_ERBB-P01_C2_R01","ERBB-P01","M1","C2"
"traceability_coherence",8,TRUE,FALSE,,,"M1_ERBB-P01_C2_R01","ERBB-P01","M1","C2"
"agent_identification",8,TRUE,TRUE,TRUE,8,"M1_ERBB-P01_C3_R01","ERBB-P01","M1","C3"
"regulatory_reference_level",12,TRUE,TRUE,TRUE,12,"M1_ERBB-P01_C3_R01","ERBB-P01","M1","C3"
"exposure",8,TRUE,TRUE,TRUE,8,"M1_ERBB-P01_C3_R01","ERBB-P01","M1","C3"
"compliance",8,TRUE,TRUE,TRUE,8,"M1_ERBB-P01_C3_R01","ERBB-P01","M1","C3"
"probability",8,TRUE,TRUE,TRUE,8,"M1_ERBB-P01_C3_R01","ERBB-P01","M1","C3"
"grb",8,TRUE,TRUE,TRUE,8,"M1_ERBB-P01_C3_R01","ERBB-P01","M1","C3"
"risk_class",8,TRUE,TRUE,TRUE,8,"M1_ERBB-P01_C3_R01","ERBB-P01","M1","C3"
"failed_controls",10,TRUE,TRUE,TRUE,10,"M1_ERBB-P01_C3_R01","ERBB-P01","M1","C3"
"preventive_actions",10,TRUE,FALSE,,,"M1_ERBB-P01_C3_R01","ERBB-P01","M1","C3"
"uncertainty_management",8,TRUE,TRUE,TRUE,8,"M1_ERBB-P01_C3_R01","ERBB-P01","M1","C3"
"professional_review",4,TRUE,TRUE,TRUE,4,"M1_ERBB-P01_C3_R01","ERBB-P01","M1","C3"
"traceability_coherence",8,TRUE,FALSE,,,"M1_ERBB-P01_C3_R01","ERBB-P01","M1","C3"
"agent_identification",8,TRUE,TRUE,TRUE,8,"M1_ERBB-P02_C1_R01","ERBB-P02","M1","C1"
"regulatory_reference_level",12,TRUE,TRUE,FALSE,0,"M1_ERBB-P02_C1_R01","ERBB-P02","M1","C1"
"exposure",8,TRUE,TRUE,FALSE,0,"M1_ERBB-P02_C1_R01","ERBB-P02","M1","C1"
"compliance",8,TRUE,TRUE,FALSE,0,"M1_ERBB-P02_C1_R01","ERBB-P02","M1","C1"
"probability",8,TRUE,TRUE,FALSE,0,"M1_ERBB-P02_C1_R01","ERBB-P02","M1","C1"
"grb",8,TRUE,TRUE,FALSE,0,"M1_ERBB-P02_C1_R01","ERBB-P02","M1","C1"
"risk_class",8,TRUE,TRUE,FALSE,0,"M1_ERBB-P02_C1_R01","ERBB-P02","M1","C1"
"failed_controls",10,TRUE,TRUE,FALSE,0,"M1_ERBB-P02_C1_R01","ERBB-P02","M1","C1"
"preventive_actions",10,TRUE,FALSE,,,"M1_ERBB-P02_C1_R01","ERBB-P02","M1","C1"
"uncertainty_management",8,TRUE,TRUE,TRUE,8,"M1_ERBB-P02_C1_R01","ERBB-P02","M1","C1"
"professional_review",4,TRUE,TRUE,FALSE,0,"M1_ERBB-P02_C1_R01","ERBB-P02","M1","C1"
"traceability_coherence",8,TRUE,FALSE,,,"M1_ERBB-P02_C1_R01","ERBB-P02","M1","C1"
